,Tweets,Happiness,Anger,Fear,Sadness,Disgust,Sentiment
1644,ahead harvard discusses fate entwined,0.2,0.2,0.2,0.2,0.2,Neutral
1645,mobile affiliated harvardmed free amp,0.000266,0.000070,0.000081,0.000070,0.000067,Happiness
1646,shaquille analyzes poem fast break america host,0.2,0.2,0.2,0.2,0.2,Neutral
1647,rhyme,0.2,0.2,0.2,0.2,0.2,Neutral
1648,inaugural youth poet read original poem,0.259375,0.107500,0.098125,0.112500,0.088125,Happiness
1649,learned theyll,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1650,found particularly strong sugary,0.440000,0.197500,0.206250,0.151250,0.146250,Happiness
1651,historian mccormick brings japanese masterpiece,0.2,0.2,0.2,0.2,0.2,Neutral
1652,known poor sleep found chemical,0.268125,0.076250,0.081875,0.093125,0.073750,Happiness
1653,senior seeks successful applied else,0.267500,0.071250,0.101875,0.076250,0.068750,Happiness
1654,named audrey established,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1655,happy,0.000002,0.000001,0.000001,0.000001,0.000001,Happiness
1656,pile steele dossier,0.2,0.2,0.2,0.2,0.2,Neutral
1657,podcast harvard kailash sundaram shah want young south dre,0.000227,0.000103,0.000114,0.000107,0.000081,Happiness
1658,ix cohosting,0.2,0.2,0.2,0.2,0.2,Neutral
1659,harvard fellow discusses recent christchurch new,0.2,0.2,0.2,0.2,0.2,Neutral
1660,hoping pool got,0.254375,0.068750,0.082500,0.084375,0.068750,Happiness
1661,according large study sugarsweetened drink,0.2,0.2,0.2,0.2,0.2,Neutral
1662,crafted exclusively harvard leopold,0.2,0.2,0.2,0.2,0.2,Neutral
1663,end recent surprised,1.830000,0.715000,0.950000,0.695000,0.570000,Happiness
1664,better understand challenges took,0.2,0.2,0.2,0.2,0.2,Neutral
1665,currently shorensteinctr says,0.2,0.2,0.2,0.2,0.2,Neutral
1666,study show national prescribing yielded dramatic,0.2,0.2,0.2,0.2,0.2,Neutral
1667,rare adventures wonderland seventh dramatic william,0.2,0.2,0.2,0.2,0.2,Neutral
1668,firstyear found theyll live next,0.2,0.2,0.2,0.2,0.2,Neutral
1669,type diabetes greater general developing disease new,0.2,0.2,0.2,0.2,0.2,Neutral
1670,grows strongly determines said raj chetty recent,0.2,0.2,0.2,0.2,0.2,Neutral
1671,regularly getting adequate sleep important insufficient excessive linked,0.134063,0.038125,0.040938,0.046562,0.036875,Happiness
1672,developing delay diseases aging actually reverse,0.2,0.2,0.2,0.2,0.2,Neutral
1673,renowned cellist discussed,0.2,0.2,0.2,0.2,0.2,Neutral
1674,new looks threebanded able regenerate whole regenera,0.2,0.2,0.2,0.2,0.2,Neutral
1675,thirdyear writes blog break current political e,0.2,0.2,0.2,0.2,0.2,Neutral
1676,first,0.2,0.2,0.2,0.2,0.2,Neutral
1677,writing often riddled anguish bestselling,0.2,0.2,0.2,0.2,0.2,Neutral
1678,came polar currier decked cabot,0.2,0.2,0.2,0.2,0.2,Neutral
1679,eat sustainable,0.007324,0.003281,0.003340,0.003418,0.003359,Happiness
1680,comes capable amazing shedding new,0.427500,0.163750,0.195000,0.168750,0.157500,Happiness
1681,commissioned harvard late th offered better teaching,0.2,0.2,0.2,0.2,0.2,Neutral
1682,is best tell potential,0.2,0.2,0.2,0.2,0.2,Neutral
1683,named lopez next general,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1684,noah unikowsky first met fourteen,0.2,0.2,0.2,0.2,0.2,Neutral
1685,widely discussed legal lawfare written,0.2,0.2,0.2,0.2,0.2,Neutral
1686,separation said,0.2,0.2,0.2,0.2,0.2,Neutral
1687,celebrating,0.2,0.2,0.2,0.2,0.2,Neutral
1688,fellow groff faced blank,0.024375,0.014375,0.014531,0.015625,0.013594,Happiness
1689,shedding new light animal,0.2,0.2,0.2,0.2,0.2,Neutral
1690,discussed feeding growing sustainable,0.2,0.2,0.2,0.2,0.2,Neutral
1691,harvard celebrated welcomed,0.2,0.2,0.2,0.2,0.2,Neutral
1692,exploring complex interacting nanoparticles spontaneously,0.2,0.2,0.2,0.2,0.2,Neutral
1693,new neural less detectable human,0.2,0.2,0.2,0.2,0.2,Neutral
1694,even greatest legal change sometimes changed,0.2,0.2,0.2,0.2,0.2,Neutral
1695,new shows monthly opioid new,0.2,0.2,0.2,0.2,0.2,Neutral
1696,astronaut stephanie sb second african american,1.430000,0.555000,1.015000,0.700000,0.555000,Happiness
1697,firstyear sorted happy,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
1698,pi magical lecturer jacob breaks little ye,0.970000,0.285000,0.352500,0.292500,0.277500,Happiness
1699,help w,0.2,0.2,0.2,0.2,0.2,Neutral
1700,performing zebrafish alex lab better understan,0.2,0.2,0.2,0.2,0.2,Neutral
1701,happy nineyearold recite,0.000001,0.000000,0.000000,0.000000,0.000000,Happiness
1702,poet laureate marshal th,0.2,0.2,0.2,0.2,0.2,Neutral
1703,using together,0.2,0.2,0.2,0.2,0.2,Neutral
1704,deerfield expected,0.2,0.2,0.2,0.2,0.2,Neutral
1705,firstyear sorted find,0.2,0.2,0.2,0.2,0.2,Neutral
1706,designed looks acts feels much real,0.2,0.2,0.2,0.2,0.2,Neutral
1707,science producing,0.2,0.2,0.2,0.2,0.2,Neutral
1708,seem bad tell potential new,0.2,0.2,0.2,0.2,0.2,Neutral
1709,spent peru learning environmental social,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1710,regularly getting adequate sleep important insufficient fewer excessi,0.067031,0.019062,0.020469,0.023281,0.018437,Happiness
1711,fellow neural retina,0.2,0.2,0.2,0.2,0.2,Neutral
1712,solar halve global increases making worse,0.2,0.2,0.2,0.2,0.2,Neutral
1713,discussed alarming maternal also offered,0.2,0.2,0.2,0.2,0.2,Neutral
1714,helping young start anew,0.000114,0.000052,0.000057,0.000054,0.000040,Happiness
1715,studying driven,0.2,0.2,0.2,0.2,0.2,Neutral
1716,were developing delay diseases aging actually reverse,0.2,0.2,0.2,0.2,0.2,Neutral
1717,harvard developing change delivered,0.2,0.2,0.2,0.2,0.2,Neutral
1718,happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1719,first graduate see groundbreaking harvard,0.132500,0.035312,0.067812,0.056250,0.034688,Happiness
1720,keiko sea see happening,0.2,0.2,0.2,0.2,0.2,Neutral
1721,real vs took,0.2,0.2,0.2,0.2,0.2,Neutral
1722,troubling much need legal vulnerable become even mo,0.2,0.2,0.2,0.2,0.2,Neutral
1723,grows strongly determines says raj chetty shared,0.2,0.2,0.2,0.2,0.2,Neutral
1724,prominent political taught left lasting,0.2,0.2,0.2,0.2,0.2,Neutral
1725,work doyle aligning table cooling experiment,0.095625,0.070000,0.070000,0.068125,0.069375,Happiness
1726,rare studied firstyear greatest see,0.2,0.2,0.2,0.2,0.2,Neutral
1727,fellowship bestselling working third korean,0.2,0.2,0.2,0.2,0.2,Neutral
1728,playing citizens firstyear began understand,0.2,0.2,0.2,0.2,0.2,Neutral
1729,shows working high work turns happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1730,much little sleep associated,4.932969,4.980937,4.979531,4.976719,4.981562,Disgust
1731,legal studentrun legal gives,0.2,0.2,0.2,0.2,0.2,Neutral
1732,known frayed recent raj,0.2,0.2,0.2,0.2,0.2,Neutral
1733,performing increases read,0.2,0.2,0.2,0.2,0.2,Neutral
1734,firstyear harvard got close rarest,0.2,0.2,0.2,0.2,0.2,Neutral
1735,became first african american receive,0.2,0.2,0.2,0.2,0.2,Neutral
1736,lt worked harvard wrote first,0.2,0.2,0.2,0.2,0.2,Neutral
1737,first honorary given awarded helen,0.2,0.2,0.2,0.2,0.2,Neutral
1738,first admitted harvard medical together gordon,0.2,0.2,0.2,0.2,0.2,Neutral
1739,notable hold important new celebrated,0.2,0.2,0.2,0.2,0.2,Neutral
1740,extraordinary wyss institute,0.2,0.2,0.2,0.2,0.2,Neutral
1741,first admitted,0.2,0.2,0.2,0.2,0.2,Neutral
1742,medalist huerta spent fighting,0.090000,0.231250,0.193125,0.172500,0.134375,Anger
1743,groundbreaking harvard,0.2,0.2,0.2,0.2,0.2,Neutral
1744,celebrating harvard medical making,0.2,0.2,0.2,0.2,0.2,Neutral
1745,first deafblind,0.2,0.2,0.2,0.2,0.2,Neutral
1746,worked harvard late midth,0.2,0.2,0.2,0.2,0.2,Neutral
1747,poet laureate marshal th,0.2,0.2,0.2,0.2,0.2,Neutral
1748,uses together,0.2,0.2,0.2,0.2,0.2,Neutral
1749,prominent political taught harvard died,0.2,0.2,0.2,0.2,0.2,Neutral
1750,take,0.2,0.2,0.2,0.2,0.2,Neutral
1751,happy,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1752,celebrating played groundbreaking new,0.2,0.2,0.2,0.2,0.2,Neutral
1753,cereal never gets soggy someday balanced breakfast harvard used liquid,0.2,0.2,0.2,0.2,0.2,Neutral
1754,didnt occur writer says bestselling,1.325000,0.825000,0.790000,0.975000,0.715000,Happiness
1755,poet laureate smith ab,0.2,0.2,0.2,0.2,0.2,Neutral
1756,found experienced trauma likelier attend religious,0.295000,0.610000,0.937500,0.957500,0.527500,Sadness
1757,famed activist,1.805000,0.650000,0.710000,0.630000,0.645000,Happiness
1758,silent started alum native edm uses,0.2,0.2,0.2,0.2,0.2,Neutral
1759,max trump plan end hiv announced last,0.2,0.2,0.2,0.2,0.2,Neutral
1760,schlesinger library began project recording autobiographical,0.2,0.2,0.2,0.2,0.2,Neutral
1761,famous north america visited became sound,0.830000,0.325000,0.300000,0.302500,0.345000,Happiness
1762,new leading secondary urban,0.2,0.2,0.2,0.2,0.2,Neutral
1763,declined sharply united states,0.060000,0.040000,0.038750,0.039688,0.036875,Happiness
1764,restored th anniversary,0.2,0.2,0.2,0.2,0.2,Neutral
1765,architects learn,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1766,usa massive drawing contemporary made longanticipated,0.2,0.2,0.2,0.2,0.2,Neutral
1767,formidable inventing new fight,0.045000,0.115625,0.096562,0.086250,0.067187,Anger
1768,new led henrich shown impact extends well,0.2,0.2,0.2,0.2,0.2,Neutral
1769,eliot ab maternal,0.2,0.2,0.2,0.2,0.2,Neutral
1770,lower developing agerelated macular leading,0.2,0.2,0.2,0.2,0.2,Neutral
1771,essex first hypothesize discussed,0.2,0.2,0.2,0.2,0.2,Neutral
1772,natural carlzimmer discussed,0.050625,0.021562,0.023125,0.022031,0.020938,Happiness
1773,weighed aborted trump north korean,0.2,0.2,0.2,0.2,0.2,Neutral
1774,harvards,0.2,0.2,0.2,0.2,0.2,Neutral
1775,snowy center european overnight,0.2,0.2,0.2,0.2,0.2,Neutral
1776,inventing new,0.2,0.2,0.2,0.2,0.2,Neutral
1777,see there many amazing,0.2,0.2,0.2,0.2,0.2,Neutral
1778,ai global gathered harvard whats done promised,0.2,0.2,0.2,0.2,0.2,Neutral
1779,gift make possible,2.280000,0.595000,0.650000,0.595000,0.555000,Happiness
1780,first accepted,0.2,0.2,0.2,0.2,0.2,Neutral
1781,eliminating rather killing mosquito,0.655000,1.425000,1.155000,0.790000,1.485000,Disgust
1782,discussed shaped modern human,0.2,0.2,0.2,0.2,0.2,Neutral
1783,intense shed toxic defective cause,0.137500,0.268750,0.388750,0.255000,0.361250,Fear
1784,harvard fellow almost floridas partisanship,0.2,0.2,0.2,0.2,0.2,Neutral
1785,reviewed bottom consuming moderate,0.2,0.2,0.2,0.2,0.2,Neutral
1786,possibly largest,0.2,0.2,0.2,0.2,0.2,Neutral
1787,blind suggest similar understand abstract,0.590000,1.185000,1.535000,1.720000,0.675000,Sadness
1788,nearinfrared used,0.2,0.2,0.2,0.2,0.2,Neutral
1789,applying antimalarial mosquito bed lead according,1.201250,0.646250,0.626250,0.632500,0.666250,Happiness
1790,first appointed,0.2,0.2,0.2,0.2,0.2,Neutral
1791,ancient mixing extremely different common human,0.2,0.2,0.2,0.2,0.2,Neutral
1792,examined artificial,0.2,0.2,0.2,0.2,0.2,Neutral
1793,shedding light romani continue face,0.012188,0.007188,0.007266,0.007812,0.006797,Happiness
1794,meet new,0.2,0.2,0.2,0.2,0.2,Neutral
1795,according new treating bed antimalarial parasite,0.581719,0.162031,0.186094,0.234844,0.163906,Happiness
1796,celebrates web concert tribute,0.2,0.2,0.2,0.2,0.2,Neutral
1797,senior exploring,0.2,0.2,0.2,0.2,0.2,Neutral
1798,blind knowledge rainbow even seemingly simple red,0.786285,0.356286,0.405655,0.447522,0.298770,Happiness
1799,suggests nearly never diagnosed die untreated,0.2,0.2,0.2,0.2,0.2,Neutral
1800,michael lichten fas associate dean physical,0.2,0.2,0.2,0.2,0.2,Neutral
1801,harvards stateoftheart,0.2,0.2,0.2,0.2,0.2,Neutral
1802,freeman first professionally trained black united graduating,0.015010,0.010021,0.009710,0.009945,0.009235,Happiness
1803,struggled chronic granulomatous rare immune,0.2,0.2,0.2,0.2,0.2,Neutral
1804,blavatnik rich working muscular,1.575000,0.790000,0.885000,0.610000,0.850000,Happiness
1805,former colombia deliver address harvard kenne,0.2,0.2,0.2,0.2,0.2,Neutral
1806,concert web du,0.2,0.2,0.2,0.2,0.2,Neutral
1807,quitting even prevent severe,0.160000,0.316250,0.371250,0.321250,0.210000,Fear
1808,new suggests blind sighted visual differently common underst,0.147500,0.296250,0.383750,0.430000,0.168750,Sadness
1809,pass classic new,0.2,0.2,0.2,0.2,0.2,Neutral
1810,used nearinfrared light controls rese,0.2,0.2,0.2,0.2,0.2,Neutral
1811,started channel senior high,0.2,0.2,0.2,0.2,0.2,Neutral
1812,propelled viral short alumna first,0.2,0.2,0.2,0.2,0.2,Neutral
1813,denied now chorus honoring,0.016211,0.005078,0.005234,0.005234,0.005000,Happiness
1814,black america likely pregnancyrelated white,0.000505,0.000233,0.000234,0.000258,0.000233,Happiness
1815,long subject good exp,0.001079,0.000286,0.000295,0.000278,0.000276,Happiness
1816,are overlapping safe important according,2.060000,0.510000,0.680000,0.545000,0.515000,Happiness
1817,grad named outstanding driven,0.490000,0.147500,0.152500,0.143750,0.146250,Happiness
1818,undergoing final artists interdisciplinary,0.2,0.2,0.2,0.2,0.2,Neutral
1819,concentrating talking,0.2,0.2,0.2,0.2,0.2,Neutral
1820,new overlapping shows carry greater,0.2,0.2,0.2,0.2,0.2,Neutral
1821,core seen remarkable,0.2,0.2,0.2,0.2,0.2,Neutral
1822,get insomnia,0.2,0.2,0.2,0.2,0.2,Neutral
1823,playwright lives similar different,0.2,0.2,0.2,0.2,0.2,Neutral
1824,first show quitting even prevent severe,0.080000,0.158125,0.185625,0.160625,0.105000,Fear
1825,remys,0.2,0.2,0.2,0.2,0.2,Neutral
1826,first kristen roupenian continues began,0.2,0.2,0.2,0.2,0.2,Neutral
1827,able working yearold task even,0.2,0.2,0.2,0.2,0.2,Neutral
1828,ocean,2.070000,0.615000,1.085000,0.665000,0.600000,Happiness
1829,last,0.2,0.2,0.2,0.2,0.2,Neutral
1830,new smith explores,0.2,0.2,0.2,0.2,0.2,Neutral
1831,fasting shed toxic defective cause says new,0.068750,0.134375,0.194375,0.127500,0.180625,Fear
1832,expect taking lays strategic,0.2,0.2,0.2,0.2,0.2,Neutral
1833,new suggests cortisol associated stress,0.290000,0.757500,0.705000,0.690000,0.525000,Anger
1834,new parrots perform cognitive,0.2,0.2,0.2,0.2,0.2,Neutral
1835,german principal th,0.2,0.2,0.2,0.2,0.2,Neutral
1836,becoming first subject therapy,0.2,0.2,0.2,0.2,0.2,Neutral
1837,almost david helped shepherd,0.2,0.2,0.2,0.2,0.2,Neutral
1838,honor eileen southern first africanamerican tenured professor,0.008105,0.002539,0.002617,0.002617,0.002500,Happiness
1839,worked become core,0.2,0.2,0.2,0.2,0.2,Neutral
1840,recent used gauges gps sealevel bad,0.2,0.2,0.2,0.2,0.2,Neutral
1841,new explores diversity,0.2,0.2,0.2,0.2,0.2,Neutral
1842,middleaged complete significantly lower,0.2,0.2,0.2,0.2,0.2,Neutral
1843,harvard faculty braving cold winterfest open,0.941000,0.428000,0.534000,0.414000,0.336500,Happiness
1844,demonstrates skull found flexible,0.585000,0.970000,1.350000,1.000000,1.225000,Fear
1845,new brothers peek,1.810000,1.030000,0.750000,0.860000,0.720000,Happiness
1846,found provide new environmental ag,0.2,0.2,0.2,0.2,0.2,Neutral
1847,advocate receive award harvard,0.2,0.2,0.2,0.2,0.2,Neutral
1848,cool literally oldest show,0.2,0.2,0.2,0.2,0.2,Neutral
1849,often told remained virtually unchanged,0.2,0.2,0.2,0.2,0.2,Neutral
1850,born doctoral african,0.085625,0.054688,0.085312,0.055000,0.044062,Happiness
1851,showcased harvard senior reyes literary,0.2,0.2,0.2,0.2,0.2,Neutral
1852,first cellular prove valuable studying,0.2,0.2,0.2,0.2,0.2,Neutral
1853,senior runs arvr,0.2,0.2,0.2,0.2,0.2,Neutral
1854,harvard fellow tracing espionage ancient,0.2,0.2,0.2,0.2,0.2,Neutral
1855,new smith explores celebrates uni,0.2,0.2,0.2,0.2,0.2,Neutral
1856,coral latest serious implicatio,0.090625,0.120000,0.123125,0.115000,0.080625,Fear
1857,late brenden became first subject therapy,0.2,0.2,0.2,0.2,0.2,Neutral
1858,were proud hds tempest receive,0.397500,0.193750,0.197500,0.161250,0.157500,Happiness
1859,make onstage talent original musical,0.132695,0.040059,0.044766,0.041934,0.037383,Happiness
1860,february celebrates digital learning audit free,0.000067,0.000018,0.000020,0.000018,0.000017,Happiness
1861,honored harvard cultural rhythms,0.004053,0.001270,0.001309,0.001309,0.001250,Happiness
1862,intense fasting builtin proteindisposal enhancing,0.2,0.2,0.2,0.2,0.2,Neutral
1863,drive successful identify serve emerging faster,0.133750,0.035625,0.050937,0.038125,0.034375,Happiness
1864,new shows warming negative fish,0.040000,0.017812,0.021094,0.020625,0.025156,Happiness
1865,human beats estimated lifespan created new,0.2,0.2,0.2,0.2,0.2,Neutral
1866,physician home,2.050000,0.710000,0.660000,0.865000,0.610000,Happiness
1867,examined implicated found particularly associat,0.2,0.2,0.2,0.2,0.2,Neutral
1868,new shows help determine cardiovascular,0.2,0.2,0.2,0.2,0.2,Neutral
1869,recent decolonizegh suggested decenter pursuing global,0.2,0.2,0.2,0.2,0.2,Neutral
1870,snapshot crocodile tinkering,0.2,0.2,0.2,0.2,0.2,Neutral
1871,let begin curling,0.2,0.2,0.2,0.2,0.2,Neutral
1872,first,0.2,0.2,0.2,0.2,0.2,Neutral
1873,combining recently developed imaged entire subcellular,0.2,0.2,0.2,0.2,0.2,Neutral
1874,new library brothers looks wide,0.905000,0.515000,0.375000,0.430000,0.360000,Happiness
1875,suggests continued ocean warming impact,1.035000,0.307500,0.542500,0.332500,0.300000,Happiness
1876,honor highlight influential,0.002026,0.000635,0.000654,0.000654,0.000625,Happiness
1877,new seeks understand causes identifying chemical dna,0.2,0.2,0.2,0.2,0.2,Neutral
1878,mark targeted,0.2,0.2,0.2,0.2,0.2,Neutral
1879,harvard fellow changed remained unchanged,0.2,0.2,0.2,0.2,0.2,Neutral
1880,takes come,0.2,0.2,0.2,0.2,0.2,Neutral
1881,lives nearly mile spend free,0.000067,0.000018,0.000020,0.000018,0.000017,Happiness
1882,does tidying really spark,0.2,0.2,0.2,0.2,0.2,Neutral
1883,eileen mcneely engaging recognizable improve,0.001934,0.000630,0.000718,0.000610,0.000518,Happiness
1884,good celebrate love happy,0.000270,0.000071,0.000074,0.000070,0.000069,Happiness
1885,senior takes love theater new arvr runs,0.2,0.2,0.2,0.2,0.2,Neutral
1886,rising melting arctic global bellwether climate,0.2,0.2,0.2,0.2,0.2,Neutral
1887,literary harvard senior reyes provide,0.2,0.2,0.2,0.2,0.2,Neutral
1888,new suggests rising due,0.2,0.2,0.2,0.2,0.2,Neutral
1889,maternal many need reduce inequalities,0.2,0.2,0.2,0.2,0.2,Neutral
1890,speaking discussed navigating,0.2,0.2,0.2,0.2,0.2,Neutral
1891,harvard yard,0.2,0.2,0.2,0.2,0.2,Neutral
1892,hal franciscobased environmental encouraged,0.2,0.2,0.2,0.2,0.2,Neutral
1893,beat previously undefeated double,0.2,0.2,0.2,0.2,0.2,Neutral
1894,born applied becoming,0.2,0.2,0.2,0.2,0.2,Neutral
1895,middleaged significantly lower fewer,0.2,0.2,0.2,0.2,0.2,Neutral
1896,keep cool hot harvard investigating,0.2,0.2,0.2,0.2,0.2,Neutral
1897,came together harvard,0.2,0.2,0.2,0.2,0.2,Neutral
1898,coolest leastknown,0.2,0.2,0.2,0.2,0.2,Neutral
1899,named satan many quaker,0.000000,0.000000,0.000000,0.000000,0.000000,Happiness
1900,working chicago organizer entered,0.2,0.2,0.2,0.2,0.2,Neutral
1901,texas air national w bush entered lived,1.455000,0.540000,0.605000,0.560000,0.600000,Happiness
1902,senior thesis great britains lack,0.2,0.2,0.2,0.2,0.2,Neutral
1903,franklin roosevelt ab,0.2,0.2,0.2,0.2,0.2,Neutral
1904,theodore ab pursued numerous harvard boxing rowing birdwatching well,0.2,0.2,0.2,0.2,0.2,Neutral
1905,not long graduating b decided,0.2,0.2,0.2,0.2,0.2,Neutral
1906,ab am wrote,0.2,0.2,0.2,0.2,0.2,Neutral
1907,harvard young ab am said terrified,0.265028,0.557513,1.065014,0.590013,0.425010,Fear
1908,harvard john john b,0.2,0.2,0.2,0.2,0.2,Neutral
1909,teams add yet everevolving understanding make,0.2,0.2,0.2,0.2,0.2,Neutral
1910,forum examined rising,0.2,0.2,0.2,0.2,0.2,Neutral
1911,pushups determine cardiovascular,0.2,0.2,0.2,0.2,0.2,Neutral
1912,newly discovered ribosomal used accurately determine chronological,0.2,0.2,0.2,0.2,0.2,Neutral
1913,termites build complex longstanding metersized long puzzled,0.2,0.2,0.2,0.2,0.2,Neutral
1914,are keeping new resolutions guide says,0.2,0.2,0.2,0.2,0.2,Neutral
1915,normally defends viruses parasitic,0.2,0.2,0.2,0.2,0.2,Neutral
1916,celebrating fire,0.172500,0.316250,0.441250,0.367500,0.230000,Fear
1917,runs,0.2,0.2,0.2,0.2,0.2,Neutral
1918,indicates mindfulness alleviate reduce,0.023359,0.015000,0.016719,0.015625,0.013750,Happiness
1919,nocost method cardiovascular according,0.392500,0.315000,0.322500,0.312500,0.305000,Happiness
1920,literary created harvard senior reyes,0.2,0.2,0.2,0.2,0.2,Neutral
1921,determine cardiovascular according,0.2,0.2,0.2,0.2,0.2,Neutral
1922,explores left weve discarded,0.2,0.2,0.2,0.2,0.2,Neutral
1923,difficult set alliance ever faced,0.006094,0.003594,0.003633,0.003906,0.003398,Happiness
1924,augmented realityvirtual hopes,0.127188,0.034375,0.041250,0.042188,0.034375,Happiness
1925,new suggests neuron far complex,0.2,0.2,0.2,0.2,0.2,Neutral
1926,senior says still new arvr potential,0.2,0.2,0.2,0.2,0.2,Neutral
1927,tech police key play quelling rising,0.016484,0.010391,0.009766,0.009531,0.008828,Happiness
1928,suffragists,0.2,0.2,0.2,0.2,0.2,Neutral
1929,termite located namibia harvardoeb investigating,0.590000,1.435000,1.555000,0.925000,1.815000,Disgust
1930,ingestible needle potential,0.720000,0.835000,1.260000,0.790000,0.885000,Fear
1931,nurture new amplify oftenoverlooked latinx senior ruben launched literary,0.2,0.2,0.2,0.2,0.2,Neutral
1932,discovered chronological biological,0.2,0.2,0.2,0.2,0.2,Neutral
1933,fire rd annual,0.086250,0.158125,0.220625,0.183750,0.115000,Fear
1934,red delight harvard hard timetested,0.817732,0.227941,0.234395,0.224806,0.209180,Happiness
1935,came together harvard strategizing,0.2,0.2,0.2,0.2,0.2,Neutral
1936,cant go anywhere feeling digital reading bible,0.2,0.2,0.2,0.2,0.2,Neutral
1937,punch questionnaires early dating,0.2,0.2,0.2,0.2,0.2,Neutral
1938,dating work find,0.2,0.2,0.2,0.2,0.2,Neutral
1939,makes beat shared,0.2,0.2,0.2,0.2,0.2,Neutral
1940,meet acrylic mating check happens next help unravel,0.2,0.2,0.2,0.2,0.2,Neutral
1941,have found dating take look dating,0.2,0.2,0.2,0.2,0.2,Neutral
1942,study,0.2,0.2,0.2,0.2,0.2,Neutral
1943,love,0.2,0.2,0.2,0.2,0.2,Neutral
1944,new shows used electronic impair funct,0.295000,0.550000,0.577500,0.582500,0.420000,Sadness
1945,harvard senior reyes launched latinx literary,0.2,0.2,0.2,0.2,0.2,Neutral
1946,reduce potentially prevent well,0.2,0.2,0.2,0.2,0.2,Neutral
1947,really really want make sure heard,0.2,0.2,0.2,0.2,0.2,Neutral
1948,discusses venezuelas political humanitarian,0.2,0.2,0.2,0.2,0.2,Neutral
1949,build complex longstanding metersized long,0.2,0.2,0.2,0.2,0.2,Neutral
1950,lindsay reed last beanpot fell,0.2,0.2,0.2,0.2,0.2,Neutral
1951,cant wait welcome new librarian announced,0.2,0.2,0.2,0.2,0.2,Neutral
1952,getting much drink according new,0.2,0.2,0.2,0.2,0.2,Neutral
1953,limbed microscopic holds key greatest extreme,0.008242,0.005195,0.004883,0.004766,0.004414,Happiness
1954,recent examined posed aging addressing,0.2,0.2,0.2,0.2,0.2,Neutral
1955,new showcases reach influential,0.2,0.2,0.2,0.2,0.2,Neutral
1956,medieval criminal acknowledged tend,0.128750,0.415000,0.443750,0.345000,0.381250,Fear
1957,bryce howard,0.2,0.2,0.2,0.2,0.2,Neutral
1958,medicare slowed dramatically much red,0.046892,0.069080,0.052827,0.059073,0.057823,Anger
1959,venezuela,0.2,0.2,0.2,0.2,0.2,Neutral
1960,tested preclinical ingestible peasize insulin,0.2,0.2,0.2,0.2,0.2,Neutral
1961,born holds earliest surviving,0.2,0.2,0.2,0.2,0.2,Neutral
1962,were hopeful reduce chronic inflammatory,2.070000,0.625000,0.735000,0.785000,0.575000,Happiness
1963,seeking drove,0.2,0.2,0.2,0.2,0.2,Neutral
1964,olson phd first largescale,0.2,0.2,0.2,0.2,0.2,Neutral
1965,buddhist sitting held am andover,0.2,0.2,0.2,0.2,0.2,Neutral
1966,led kimberly kowal made possible,0.2,0.2,0.2,0.2,0.2,Neutral
1967,molly schumer fish better understand ani,0.020000,0.008906,0.010547,0.010313,0.012578,Happiness
1968,first accepted,0.2,0.2,0.2,0.2,0.2,Neutral
1969,nasa improve recent challenge,0.000967,0.000315,0.000359,0.000305,0.000259,Happiness
1970,scholar nicole examines natural,0.068125,0.025859,0.025781,0.025352,0.022266,Happiness
1971,allows better modeling testing,0.2,0.2,0.2,0.2,0.2,Neutral
1972,led studying mice rural showed coloring changed,0.108438,0.041875,0.044375,0.045000,0.038437,Happiness
1973,hasty toured accepted pudding,0.2,0.2,0.2,0.2,0.2,Neutral
1974,first female led groundbreaking dangerous hami,0.630000,1.160000,2.045000,1.195000,0.820000,Fear
1975,latest highlighting radhika work develop ex,0.2,0.2,0.2,0.2,0.2,Neutral
1976,emily balskus microbes produce key used,0.004121,0.002598,0.002441,0.002383,0.002207,Happiness
1977,lead estimates ice moved examining,0.2,0.2,0.2,0.2,0.2,Neutral
1978,exclusively female important native,0.2,0.2,0.2,0.2,0.2,Neutral
1979,civil dolores huerta receive medal honoring,0.001013,0.000317,0.000327,0.000327,0.000313,Happiness
1980,medicare slowed dramatically much,0.046875,0.069062,0.052812,0.059062,0.057813,Anger
1981,led important works,0.2,0.2,0.2,0.2,0.2,Neutral
1982,long reach influential,0.2,0.2,0.2,0.2,0.2,Neutral
1983,particular rural chronic,0.2,0.2,0.2,0.2,0.2,Neutral
1984,recently completed identify harvard first african american,0.2,0.2,0.2,0.2,0.2,Neutral
1985,study use keep cool hot,0.2,0.2,0.2,0.2,0.2,Neutral
1986,phd explores nightlife,0.2,0.2,0.2,0.2,0.2,Neutral
1987,last celebrated,0.2,0.2,0.2,0.2,0.2,Neutral
1988,hlslib teaming bauhaus close,0.2,0.2,0.2,0.2,0.2,Neutral
